ANNEEDEPLANTATION,ANNEEREALISATIONDIAGNOSTIC,ANNEETRAVAUXPRECONISESDIAG,CODE_PARENT,DIAMETREARBREAUNMETRE,ESPECE,FREQUENTATIONCIBLE,GENRE_BOTA,NOTEDIAGNOSTIC,PRIORITEDERENOUVELLEMENT,STADEDEVELOPPEMENTDIAG,TRAITEMENTCHENILLES,TRAVAUXPRECONISESDIAG,TROTTOIR,VARIETE,VIGUEUR,DEFAUT,INTITULEPROTECTIONPLU_L 1231,INTITULEPROTECTIONPLU_L 1231.7,INTITULEPROTECTIONPLU_ebc,INTITULEPROTECTIONPLU_valeur manquante,RAISONDEPLANTATION_Nouveau,RAISONDEPLANTATION_Remplacement,RAISONDEPLANTATION_valeur manquante,remarquesclusterisées,SOUS_CATEGORIE_DESC_Arbre de voirie,SOUS_CATEGORIE_DESC_Arbre denceintes fermées,cluster,SOUS_CATEGORIE_DESC_Arbre despaces ouverts,SOUS_CATEGORIE_DESC_Bois semi naturel,TYPEIMPLANTATIONPLU_Alignement,TYPEIMPLANTATIONPLU_Groupé,TYPEIMPLANTATIONPLU_Isolé,TYPEIMPLANTATIONPLU_Périmètre,TYPEIMPLANTATIONPLU_valeur manquante
2004,2013.0,2016.0,467,5,12,3,30,1,4,2,0,9,0,35,4.0,0,False,False,False,True,False,False,True,0,False,False,370,True,False,False,False,False,False,True
2004,2015.0,2018.0,545,2,94,3,2,1,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,3,False,False,44,True,False,False,False,False,False,True
2004,2015.0,2017.0,43,1,216,3,8,2,3,2,0,12,0,89,3.0,1,False,False,False,True,False,False,True,3,False,False,196,True,False,False,False,False,False,True
2004,2015.0,2017.0,126,1,88,3,59,2,3,2,0,3,1,89,3.0,0,False,False,False,True,False,False,True,0,True,False,25,False,False,False,False,False,False,True
2004,2015.0,2017.0,742,3,161,3,103,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,65,False,False,95,True,False,False,False,False,False,True
2004,2015.0,2018.0,1136,5,217,2,1,2,3,2,0,12,0,89,3.0,1,False,False,False,True,False,False,True,23,False,False,217,True,False,False,False,False,False,True
2004,2014.0,2014.0,459,4,1,3,75,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,38,False,False,False,False,False,False,True
2004,2015.0,2018.0,532,4,206,3,103,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,65,False,False,47,True,False,False,False,False,False,True
2004,2014.0,2014.0,994,4,52,3,5,1,4,2,0,12,1,89,4.0,1,False,False,False,True,False,False,True,0,True,False,130,False,False,False,False,False,False,True
2004,2015.0,2017.0,376,2,21,2,11,1,4,1,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,345,True,False,False,False,False,False,True
2014,2014.0,2019.0,133,2,49,2,85,1,4,1,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,213,True,False,False,False,False,False,True
2004,2014.0,2017.0,574,3,161,3,103,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,316,False,False,False,False,False,False,True
2004,2015.0,2016.0,1068,3,21,2,11,2,3,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,3,False,False,14,True,False,False,False,False,False,True
2004,2013.0,2017.0,837,7,94,3,2,1,3,2,0,15,1,89,4.0,0,False,False,False,True,False,False,True,3,True,False,158,False,False,False,False,False,False,True
2004,2013.0,2017.0,253,4,179,3,86,1,4,2,0,15,1,89,4.0,0,False,False,False,True,False,False,True,67,True,False,295,False,False,False,False,False,False,True
2004,2015.0,2017.0,1020,3,217,2,73,1,4,2,2,15,1,89,4.0,0,False,False,False,True,False,False,True,0,False,False,203,True,False,False,False,False,False,True
2004,2014.0,2015.0,897,3,159,3,1,1,4,2,0,9,0,89,4.0,0,False,False,False,True,False,False,True,18,False,False,393,True,False,False,False,False,False,True
2004,2014.0,2014.0,598,3,94,3,2,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,3,True,False,186,False,False,False,False,False,False,True
2004,2013.0,2017.0,1024,6,159,3,1,1,4,2,0,15,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,114,True,False,False,False,False,False,True
2004,2014.0,2014.0,96,4,1,3,75,1,4,2,0,12,0,89,3.0,0,False,False,False,True,False,False,True,0,True,False,107,False,False,False,False,False,False,True
2004,2013.0,2012.0,212,4,166,3,1,2,4,2,0,3,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,233,True,False,False,False,False,False,True
2004,2015.0,2017.0,825,5,1,3,75,3,2,2,0,13,1,89,3.0,1,False,False,False,True,False,False,True,54,True,False,185,False,False,False,False,False,False,True
2004,2015.0,2017.0,917,6,3,3,77,3,2,2,0,3,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,324,False,False,False,False,False,False,True
2004,2014.0,2014.0,964,7,1,3,75,1,4,2,0,8,0,89,4.0,0,False,False,False,True,False,False,True,40,True,False,39,False,False,False,False,False,False,True
2006,2015.0,2018.0,686,3,42,3,86,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,190,False,False,False,False,False,False,True
2004,2013.0,2014.0,98,2,210,3,43,1,4,2,0,9,1,89,4.0,0,False,False,False,True,False,False,True,3,True,False,13,False,False,False,False,False,False,True
2004,2015.0,2020.0,486,4,215,3,56,2,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,0,False,True,52,False,False,False,False,False,False,True
2004,2015.0,2020.0,54,2,185,3,30,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,148,True,False,False,False,False,False,True
2004,2015.0,2017.0,306,8,1,3,75,2,4,2,0,12,1,89,4.0,1,False,False,False,True,False,False,True,0,True,False,377,False,False,False,False,False,False,True
2004,2015.0,2018.0,827,2,215,3,56,2,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,0,True,False,290,False,False,False,False,False,False,True
2004,2015.0,2017.0,356,3,28,3,85,1,4,2,0,15,1,15,4.0,0,False,False,False,True,False,False,True,0,False,False,164,True,False,False,False,False,False,True
2004,2015.0,2018.0,513,2,220,3,8,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,256,False,False,False,False,False,False,True
2004,2015.0,2020.0,1133,1,23,2,42,2,4,1,0,12,0,89,4.0,0,False,False,False,True,False,False,True,3,False,False,250,True,False,False,False,False,False,True
2005,2015.0,2017.0,226,3,210,3,43,1,4,1,0,15,0,44,4.0,1,False,False,False,True,False,False,True,0,False,False,350,True,False,False,False,False,False,True
2009,2013.0,2012.0,1024,8,16,3,15,1,4,2,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,114,True,False,False,False,False,False,True
2004,2015.0,2017.0,161,3,159,3,1,1,3,2,0,15,0,89,3.0,0,False,False,False,True,False,False,True,0,False,False,154,True,False,False,False,False,False,True
2004,2014.0,2014.0,1033,2,197,3,55,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,142,False,False,False,False,False,False,True
2004,2014.0,2014.0,476,8,1,3,75,1,3,2,0,12,1,89,3.0,1,False,False,False,True,False,False,True,15,True,False,327,False,False,False,False,False,False,True
2004,2013.0,2015.0,80,8,176,3,77,1,3,2,0,9,1,89,4.0,1,False,False,False,True,False,False,True,3,True,False,35,False,False,False,False,False,False,True
2004,2013.0,2016.0,1057,3,30,3,1,1,4,2,0,11,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,326,True,False,False,False,False,False,True
2004,2014.0,2014.0,215,5,159,3,1,2,3,2,0,3,1,89,4.0,1,False,False,False,True,False,False,True,3,True,False,76,False,False,False,False,False,False,True
2014,2014.0,2020.0,364,2,7,2,98,1,4,1,0,3,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,116,False,False,False,False,False,False,True
2004,2013.0,2016.0,1127,6,1,3,75,1,4,2,0,10,1,89,4.0,0,False,False,False,True,False,False,True,17,True,False,299,False,False,False,False,False,False,True
2004,2015.0,2025.0,486,3,197,3,55,2,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,0,False,True,160,False,False,False,False,False,False,True
2004,2014.0,2014.0,515,3,133,3,77,1,4,2,0,11,0,45,4.0,1,False,False,False,True,False,False,True,75,True,False,123,False,False,False,False,False,False,True
2004,2015.0,2016.0,299,5,71,3,41,3,2,2,0,9,1,89,,1,False,False,False,True,False,False,True,3,False,False,252,True,False,False,False,False,False,True
2004,2014.0,2014.0,983,5,197,3,55,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,89,True,False,199,False,False,False,False,False,False,True
2004,2015.0,2017.0,1136,2,29,2,1,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,4,False,False,31,True,False,False,False,False,False,True
2004,2015.0,2017.0,813,3,201,2,73,1,4,2,3,8,0,89,3.0,0,False,False,False,True,False,False,True,13,False,False,73,True,False,False,False,False,False,True
2004,2015.0,2017.0,938,2,216,3,8,1,4,1,0,12,1,89,4.0,1,False,False,False,True,False,False,True,0,True,False,96,False,False,False,False,False,False,True
2004,2015.0,2018.0,926,3,132,3,1,2,4,2,0,3,1,89,4.0,1,False,False,False,True,False,False,True,0,False,False,376,True,False,False,False,False,False,True
2004,2015.0,2016.0,117,9,19,3,89,3,2,2,0,3,0,89,4.0,1,False,False,False,True,False,False,True,0,False,True,127,False,False,False,False,False,False,True
2004,2015.0,2017.0,532,2,23,3,42,1,4,2,0,15,1,89,4.0,0,False,False,False,True,False,False,True,0,False,False,47,True,False,False,False,False,False,True
2004,2014.0,2014.0,436,6,1,3,75,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,286,False,False,False,False,False,False,True
2004,2015.0,2017.0,100,2,30,3,1,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,10,False,False,False,False,False,False,True
2004,2015.0,2020.0,531,6,1,3,75,1,4,2,0,13,1,89,4.0,0,False,False,False,True,False,False,True,17,False,False,136,True,False,False,False,False,False,True
2004,2015.0,2017.0,794,3,210,3,43,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,218,True,False,False,False,False,False,True
2004,2015.0,2025.0,486,3,197,3,55,2,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,0,False,True,160,False,False,False,False,False,False,True
2004,2015.0,2017.0,541,2,48,3,25,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,339,False,False,False,False,False,False,True
2004,2015.0,2017.0,1107,2,215,3,56,2,3,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,0,True,False,367,False,False,False,False,False,False,True
2004,2014.0,2014.0,515,3,133,3,77,1,4,2,0,8,0,45,4.0,0,False,False,False,True,False,False,True,50,True,False,123,False,False,False,False,False,False,True
2004,2014.0,2017.0,405,1,30,3,1,3,2,2,0,15,0,89,3.0,0,False,False,False,True,False,False,True,3,True,False,58,False,False,False,False,False,False,True
2004,2015.0,2018.0,513,2,148,3,8,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,389,False,False,False,False,False,False,True
2004,2014.0,2017.0,20,3,33,3,1,1,4,2,0,15,1,76,4.0,0,False,False,False,True,False,False,True,3,True,False,395,False,False,False,False,False,False,True
2004,2015.0,2020.0,1136,4,123,2,104,1,4,2,0,9,0,89,4.0,0,False,False,False,True,False,False,True,3,False,False,240,True,False,False,False,False,False,True
2004,2013.0,2016.0,270,2,6,3,41,1,4,1,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,348,True,False,False,False,False,False,True
2004,2015.0,2017.0,602,6,1,3,75,1,4,2,0,15,0,89,4.0,1,False,False,False,True,False,False,True,3,True,False,290,False,False,False,False,False,False,True
2004,2014.0,2014.0,994,3,52,3,5,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,130,False,False,False,False,False,False,True
2004,2014.0,2017.0,854,3,166,3,1,1,4,2,0,15,1,89,3.0,0,False,False,False,True,False,False,True,3,True,False,340,False,False,False,False,False,False,True
2004,2015.0,2020.0,486,3,197,3,55,2,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,0,False,True,160,False,False,False,False,False,False,True
2004,2013.0,2014.0,99,4,210,3,43,1,4,2,0,9,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,159,False,False,False,False,False,False,True
2004,2013.0,2014.0,766,6,206,3,103,2,2,2,0,12,1,89,3.0,1,False,False,False,True,False,False,True,0,True,False,175,False,False,False,False,False,False,True
2004,2014.0,2014.0,912,3,197,3,55,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,3,True,False,152,False,False,False,False,False,False,True
2004,2014.0,2014.0,96,4,1,3,75,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,368,False,False,False,False,False,False,True
2004,2015.0,2016.0,753,7,1,3,75,2,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,0,True,False,204,False,False,False,False,False,False,True
2004,2014.0,2014.0,237,4,220,3,8,1,4,2,0,9,0,89,4.0,1,False,False,False,True,False,False,True,168,False,False,82,True,False,False,False,False,False,True
2004,2015.0,2017.0,125,2,30,3,1,2,3,2,0,15,0,89,3.0,1,False,False,False,True,False,False,True,0,False,False,219,True,False,False,False,False,False,True
2014,2014.0,2020.0,473,2,210,2,43,1,4,1,0,3,1,89,4.0,0,False,False,False,True,False,True,False,0,True,False,326,False,False,False,False,False,False,True
2014,2014.0,2019.0,112,2,204,2,82,1,4,1,0,3,0,54,4.0,0,False,False,False,True,True,False,False,0,False,False,370,True,False,False,False,False,False,True
2004,2013.0,2016.0,918,3,1,3,75,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,379,False,False,False,False,False,False,True
2004,2014.0,2014.0,1114,4,197,3,55,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,68,False,False,False,False,False,False,True
2009,2013.0,2016.0,930,3,206,3,103,1,4,1,0,12,1,89,4.0,1,False,False,False,True,False,False,True,0,True,False,1,False,False,False,False,False,False,True
2004,2014.0,2016.0,515,2,133,1,77,1,4,2,0,11,0,89,4.0,1,False,False,False,True,False,False,True,3,True,False,123,False,False,False,False,False,False,True
2004,2013.0,2017.0,74,4,48,2,25,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,184,True,False,False,False,False,False,True
2004,2014.0,2014.0,579,5,0,3,72,1,3,2,0,9,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,22,True,False,False,False,False,False,True
2004,2015.0,2017.0,4,2,185,3,30,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,193,False,False,False,False,False,False,True
2007,2015.0,2017.0,1074,1,147,2,50,1,4,1,0,15,0,89,4.0,1,False,False,False,True,False,False,True,183,False,False,347,True,False,False,False,False,False,True
2004,2015.0,2017.0,489,5,1,3,75,2,4,2,0,8,1,89,4.0,1,False,True,False,False,False,False,True,0,True,False,394,False,False,True,False,False,False,False
2011,2015.0,2020.0,1016,1,93,3,103,1,4,1,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,238,False,False,False,False,False,False,True
2004,2015.0,2017.0,813,2,201,2,73,1,4,2,3,8,0,89,3.0,0,False,False,False,True,False,False,True,13,False,False,73,True,False,False,False,False,False,True
2004,2013.0,2017.0,838,7,101,3,94,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,32,True,False,False,False,False,False,True
2004,2015.0,2018.0,859,5,1,3,75,1,4,2,0,8,0,89,4.0,1,False,False,False,True,False,False,True,0,False,True,216,False,False,False,False,False,False,True
2004,2014.0,2014.0,476,8,1,3,75,1,3,2,0,12,1,89,3.0,1,False,False,False,True,False,False,True,15,True,False,327,False,False,False,False,False,False,True
2011,2015.0,2017.0,659,1,216,3,8,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,False,False,272,True,False,False,False,False,False,True
2004,2014.0,2015.0,833,6,1,3,75,1,4,2,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,False,True,35,False,False,False,False,False,False,True
2004,2013.0,2012.0,895,5,159,3,1,1,4,2,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,114,True,False,False,False,False,False,True
2014,2014.0,2019.0,1125,2,137,2,31,1,4,1,0,3,0,66,4.0,0,False,False,False,True,True,False,False,0,False,False,271,True,False,False,False,False,False,True
2004,2014.0,2014.0,1046,10,1,3,75,3,3,2,0,13,1,89,,1,False,False,False,True,False,False,True,0,True,False,297,False,False,False,False,False,False,True
2004,2014.0,2015.0,1030,6,161,3,103,1,3,2,0,8,0,89,4.0,0,False,False,False,True,False,False,True,3,False,False,6,True,False,False,False,False,False,True
2004,2014.0,2017.0,569,3,52,3,103,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,372,False,False,False,False,False,False,True
2004,2014.0,2019.0,70,4,133,3,73,1,4,2,3,9,0,4,4.0,0,False,False,False,True,False,False,True,0,False,False,393,True,False,False,False,False,False,True
2015,2015.0,2020.0,440,2,18,2,79,1,4,1,0,3,0,89,4.0,0,False,False,False,True,True,False,False,0,True,False,210,False,False,False,False,False,False,True
2004,2013.0,2016.0,879,2,1,3,75,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,2,True,False,310,False,False,False,False,False,False,True
2004,2015.0,2018.0,563,2,33,3,1,1,4,1,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,353,False,False,False,False,False,False,True
2004,2013.0,2017.0,893,4,1,3,75,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,236,False,False,False,False,False,False,True
2004,2013.0,2017.0,890,5,133,1,73,1,4,2,3,15,0,4,4.0,0,False,False,False,True,False,False,True,0,False,False,34,True,False,False,False,False,False,True
2004,2014.0,2017.0,358,3,220,3,8,1,4,2,0,15,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,90,False,False,False,False,False,False,True
2004,2014.0,2017.0,1000,8,1,3,75,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,180,False,False,False,False,False,False,True
2004,2015.0,2016.0,907,3,201,2,73,1,4,2,3,12,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,340,True,False,False,False,False,False,True
2009,2014.0,2015.0,579,2,42,3,86,1,4,1,0,12,0,89,4.0,0,False,False,False,True,False,False,True,3,False,False,152,True,False,False,False,False,False,True
2004,2015.0,2020.0,211,1,197,3,55,1,3,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,17,False,False,False,False,False,False,True
2004,2014.0,2014.0,952,2,6,3,103,1,4,2,0,12,1,89,4.0,1,False,False,False,True,False,False,True,0,True,False,293,False,False,False,False,False,False,True
2004,2015.0,2017.0,507,3,147,3,50,2,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,3,False,False,109,True,False,False,False,False,False,True
2004,2015.0,2017.0,697,4,113,3,19,1,4,2,0,12,0,89,3.0,1,False,False,False,True,False,False,True,3,False,True,103,False,False,False,False,False,False,True
2004,2013.0,2017.0,143,3,1,3,75,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,318,False,False,False,False,False,False,True
2007,2014.0,2014.0,478,1,103,3,4,3,2,1,0,5,0,89,3.0,1,False,False,False,True,False,False,True,3,True,False,71,False,False,False,False,False,False,True
2004,2013.0,2012.0,895,2,201,3,73,2,4,1,3,3,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,157,True,False,False,False,False,False,True
2004,2014.0,2019.0,1064,2,220,3,8,1,4,2,0,9,0,89,3.0,0,False,False,False,True,False,False,True,3,False,False,82,True,False,False,False,False,False,True
2004,2015.0,2017.0,367,1,217,2,5,2,4,1,0,15,0,89,4.0,1,False,False,False,True,False,False,True,33,False,False,311,True,False,False,False,False,False,True
2004,2013.0,2017.0,208,3,159,3,1,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,202,True,False,False,False,False,False,True
2004,2011.0,2017.0,1058,3,217,2,60,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,279,True,False,False,False,False,False,True
2004,2014.0,2014.0,782,2,188,3,18,2,3,3,0,9,0,89,,0,False,False,False,True,False,False,True,35,False,False,22,True,False,False,False,False,False,True
2004,2015.0,2017.0,297,2,71,3,41,2,4,2,0,9,1,89,4.0,1,False,False,False,True,False,False,True,0,True,False,283,False,False,False,False,False,False,True
2004,2014.0,2014.0,574,1,161,3,103,1,4,1,0,12,0,89,4.0,0,False,False,False,True,False,False,True,3,True,False,316,False,False,False,False,False,False,True
2004,2014.0,2017.0,572,2,200,3,38,1,4,2,0,15,1,30,4.0,0,False,False,False,True,False,False,True,95,True,False,255,False,False,False,False,False,False,True
2004,2015.0,2016.0,702,6,1,3,75,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,3,True,False,91,False,False,False,False,False,False,True
2004,2013.0,2017.0,863,5,133,3,73,2,4,2,3,15,0,4,4.0,0,False,False,False,True,False,False,True,0,False,False,233,True,False,False,False,False,False,True
2004,2014.0,2014.0,936,11,3,3,89,4,2,3,0,13,0,11,3.0,1,False,False,False,True,False,False,True,150,False,False,122,True,False,False,False,False,False,True
2004,2014.0,2017.0,562,5,161,3,103,1,4,2,0,9,1,89,4.0,0,False,False,False,True,False,False,True,0,False,False,378,True,False,False,False,False,False,True
2004,2014.0,2017.0,1063,2,48,3,25,1,4,2,0,15,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,298,False,False,False,False,False,False,True
2004,2015.0,2017.0,486,4,60,3,54,1,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,0,False,True,160,False,False,False,False,False,False,True
2004,2013.0,2012.0,208,5,133,3,73,1,4,2,3,3,0,4,4.0,1,False,False,False,True,False,False,True,0,False,False,374,True,False,False,False,False,False,True
2004,2015.0,2017.0,1090,2,188,3,18,1,3,2,0,15,1,89,4.0,0,False,False,False,True,False,False,True,0,False,False,261,True,False,False,False,False,False,True
2004,2014.0,2014.0,788,4,52,3,5,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,182,False,False,False,False,False,False,True
2004,2015.0,2017.0,910,3,217,3,77,1,4,2,0,15,0,89,3.0,0,False,False,False,True,False,False,True,0,False,False,134,True,False,False,False,False,False,True
2004,2013.0,2014.0,169,6,206,3,103,1,3,2,0,12,1,89,4.0,1,False,False,False,True,False,False,True,0,True,False,224,False,False,False,False,False,False,True
2004,2015.0,2017.0,914,2,215,3,56,1,3,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,17,False,False,False,False,False,False,True
2004,2013.0,2017.0,757,3,1,3,75,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,1,False,False,False,False,False,False,True
2004,2015.0,2020.0,486,4,215,3,56,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,False,True,160,False,False,False,False,False,False,True
2004,2013.0,2017.0,169,4,206,3,103,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,3,True,False,211,False,False,False,False,False,False,True
2004,2013.0,2017.0,905,5,1,3,75,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,191,False,False,False,False,False,False,True
2004,2015.0,2017.0,688,1,147,3,50,1,3,2,0,12,1,89,3.0,0,False,False,False,True,False,False,True,0,True,False,120,False,False,False,False,False,False,True
2004,2014.0,2017.0,582,5,10,3,47,2,3,2,0,15,0,89,3.0,0,False,False,False,True,False,False,True,3,False,False,108,True,False,False,False,False,False,True
2004,2015.0,2016.0,497,2,217,3,86,1,4,1,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,False,True,302,False,False,False,False,False,False,True
2004,2013.0,2012.0,208,4,159,3,1,1,4,2,0,3,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,50,True,False,False,False,False,False,True
2004,2015.0,2016.0,997,6,217,3,1,4,1,2,0,13,0,89,3.0,1,False,False,False,True,False,False,True,0,False,False,40,True,False,False,False,False,False,True
2004,2015.0,2017.0,230,1,42,3,86,1,1,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,249,True,False,False,False,False,False,True
2014,2014.0,2019.0,552,2,6,2,41,1,4,1,0,3,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,18,False,False,False,False,False,False,True
2004,2014.0,2014.0,1015,5,217,2,77,2,3,2,0,3,0,89,3.0,1,False,False,False,True,False,False,True,0,True,False,141,False,False,False,False,False,False,True
2004,2014.0,2014.0,333,7,1,3,75,4,1,2,0,13,0,89,4.0,1,False,False,False,True,False,False,True,3,False,False,363,True,False,False,False,False,False,True
2004,2014.0,2015.0,782,3,133,3,73,1,3,2,2,9,0,89,3.0,0,False,False,False,True,False,False,True,3,False,False,22,True,False,False,False,False,False,True
2004,2014.0,2016.0,333,7,1,3,75,1,4,2,0,9,0,89,4.0,1,False,False,False,True,False,False,True,53,False,False,363,True,False,False,False,False,False,True
2004,2015.0,2019.0,924,6,1,3,75,1,4,2,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,264,True,False,False,False,False,False,True
2004,2015.0,2017.0,679,8,1,3,75,2,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,36,True,False,False,False,False,False,True
2004,2014.0,2014.0,611,5,206,3,68,1,3,2,0,9,1,89,3.0,1,False,False,False,True,False,False,True,81,True,False,28,False,False,False,False,False,False,True
2004,2015.0,2015.0,917,6,3,3,77,4,1,2,0,14,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,324,False,False,False,False,False,False,True
2013,2013.0,2019.0,795,2,39,2,86,1,4,1,0,3,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,153,False,False,False,False,False,False,True
2004,2014.0,2015.0,461,3,217,3,1,1,4,2,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,False,True,37,False,False,False,False,False,False,True
2004,2014.0,2014.0,1027,3,166,3,1,1,4,2,0,9,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,63,True,False,False,False,False,False,True
2004,2013.0,2016.0,221,3,28,3,85,2,3,2,0,11,0,15,4.0,0,False,False,False,True,False,False,True,0,False,False,57,True,False,False,False,False,False,True
2009,2015.0,2017.0,993,1,210,3,43,2,3,1,0,15,1,44,4.0,0,False,False,False,True,False,False,True,0,True,False,97,False,False,False,False,False,False,True
2004,2015.0,2016.0,726,4,133,2,90,2,2,2,0,12,0,89,3.0,1,False,False,False,True,False,False,True,3,False,False,59,True,False,False,False,False,False,True
2004,2015.0,2016.0,997,4,217,3,1,2,3,2,0,12,0,89,3.0,1,False,False,False,True,False,False,True,0,False,False,40,True,False,False,False,False,False,True
2004,2014.0,2018.0,783,7,166,3,1,1,3,2,0,9,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,22,True,False,False,False,False,False,True
2014,2014.0,2020.0,536,2,99,2,52,1,4,1,0,3,1,88,4.0,0,False,False,False,True,False,False,True,0,True,False,280,False,False,False,False,False,False,True
2009,2015.0,2017.0,753,2,1,3,75,1,4,1,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,204,False,False,False,False,False,False,True
2014,2014.0,2019.0,552,2,186,2,105,1,4,1,0,3,1,38,4.0,0,False,False,False,True,False,False,True,0,True,False,43,False,False,False,False,False,False,True
2004,2013.0,2017.0,212,8,16,3,15,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,233,True,False,False,False,False,False,True
2004,2013.0,2017.0,377,3,1,3,75,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,186,False,False,False,False,False,False,True
